Year,Quarter,Number of institutions reporting,Total employees (full-time equivalent),Total Assets,  Loans secured by real estate,    1-4 Family residential mortgages,    Nonfarm nonresidential,    Construction and development,    Home equity lines,    Multifamily residential real estate,    Farmland,    Real estate loans in foreign offices,  Commercial & industrial loans,  Loans to individuals,    Credit cards,    Other loans to individuals,        Auto loans,  Farm loans,  Loans to depository institutions,  Loans to foreign governments & official institutions,  Obligations of states & political subdivisions in the U.S.,  Other loans,  Acceptances of other banks,  Lease financing receivables,  Gross total loans and leases,    Less: Unearned income,  Total loans and leases,    Less: Reserve for losses,  Net loans and leases,  Securities,    Available for sale (fair value),    Held to maturity (amortized cost),    U.S. Treasury securities,    Mortgage-backed securities,    State and municipal securities,    Equity securities,  Cash and due from depository institutions,  Federal  funds sold and reverse repurchase agreements,  Bank premises and fixed assets,  Other real estate owned,  Trading account assets,  Intangible assets,    Goodwill,  Other Assets,Total liabilities and capital,  Deposits,    Foreign office deposits,    Domestic office deposits,      Interest-bearing deposits,      Noninterest-bearing deposits,      Estimated insured deposits,      Time deposits,      Brokered deposits,  Federal funds purchased & repurchase agreements,  FHLB advances,  Other borrowed money,  Banks liability on acceptances,  Subordinated debt,  Trading account liabilities,  Other liabilities,  Total liabilities,  Total equity capital,    Total bank equity capital  ,      Perpetual preferred stock,      Common stock,      Surplus,      Undivided profits,      Foreign currency translation adjustment,      Cumulative other comprehensive income,        Net unrealized gains/losses on a-f-s securities,Tier 1 leverage capital (PCA definition),Tier 1 risk based capital (PCA definition),Total risk based capital (PCA definition),Loans and leases 30-89 days past due,Loans and leases 90 days or more past due,Loans and leases in nonaccrual status,Restructured and current loans and leases,"Income earned, not collected on loans",Loans and leases in foreign offices,Assets in foreign offices,Loans and leases held for sale,Earning assets,Unused loan commitments - total,  Unused home equity lines,  Unused credit card lines,  Unused commercial real estate lines,  All other unused loan commitments,    Unused unsecured commercial real estate lines,  Unused securities underwriting commitments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Number of institutions reporting,Total employees (full-time equivalent),Total Assets,  Loans secured by real estate,    1-4 Family residential mortgages,    Nonfarm nonresidential,    Construction and development,    Home equity lines,    Multifamily residential real estate,    Farmland,    Real estate loans in foreign offices,  Commercial & industrial loans,  Loans to individuals,    Credit cards,    Other loans to individuals,        Auto loans,  Farm loans,  Loans to depository institutions,  Loans to foreign governments & official institutions,  Obligations of states & political subdivisions in the U.S.,  Other loans,  Acceptances of other banks,  Lease financing receivables,  Gross total loans and leases,    Less: Unearned income,  Total loans and leases,    Less: Reserve for losses,  Net loans and leases,  Securities,    Available for sale (fair value),    Held to maturity (amortized cost),    U.S. Treasury securities,    Mortgage-backed securities,    State and municipal securities,    Equity securities,  Cash and due from depository institutions,  Federal  funds sold and reverse repurchase agreements,  Bank premises and fixed assets,  Other real estate owned,  Trading account assets,  Intangible assets,    Goodwill,  Other Assets,Total liabilities and capital,  Deposits,    Foreign office deposits,    Domestic office deposits,      Interest-bearing deposits,      Noninterest-bearing deposits,      Estimated insured deposits,      Time deposits,      Brokered deposits,  Federal funds purchased & repurchase agreements,  FHLB advances,  Other borrowed money,  Banks liability on acceptances,  Subordinated debt,  Trading account liabilities,  Other liabilities,  Total liabilities,  Total equity capital,    Total bank equity capital  ,      Perpetual preferred stock,      Common stock,      Surplus,      Undivided profits,      Foreign currency translation adjustment,      Cumulative other comprehensive income,        Net unrealized gains/losses on a-f-s securities,Tier 1 leverage capital (PCA definition),Tier 1 risk based capital (PCA definition),Total risk based capital (PCA definition),Loans and leases 30-89 days past due,Loans and leases 90 days or more past due,Loans and leases in nonaccrual status,Restructured and current loans and leases,"Income earned, not collected on loans",Loans and leases in foreign offices,Assets in foreign offices,Loans and leases held for sale,Earning assets,Unused loan commitments - total,  Unused home equity lines,  Unused credit card lines,  Unused commercial real estate lines,  All other unused loan commitments,    Unused unsecured commercial real estate lines,  Unused securities underwriting commitments
2012,3,"7,181","2,105,843","14,222,855","4,086,685","1,890,136","1,058,141","209,843","566,765","227,801","71,563","62,436","1,446,392","1,292,198","668,309","623,889","316,057","65,455","107,025","2,426","93,391","383,405",N/A,"102,985","7,579,962","1,929","7,578,032","167,002","7,411,030","2,986,431","2,699,573","286,858","195,849","1,732,775","250,924","13,109","1,338,931","508,223","121,371","41,039","719,290","364,142","289,208","732,396","14,222,855","10,504,375","1,444,025","9,060,350","6,668,170","2,392,180","7,226,436","1,760,376","666,784","495,219","318,120","468,528",N/A,"112,096","288,786","397,970","12,585,094","1,637,761","1,619,364","5,802","44,848","1,132,541","413,660",N/A,"23,543","45,166","1,265,313","1,265,313","1,454,453","86,961","130,111","162,955","104,632","46,735","503,079","1,910,862","159,403","12,470,360","5,810,412","442,632","3,120,560","182,891","2,064,329","40,687",285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,4,"7,083","2,110,276","14,450,404","4,091,848","1,893,571","1,073,440","203,178","554,109","233,305","74,098","60,147","1,493,959","1,323,972","696,085","627,887","320,223","67,019","103,286","2,884","96,707","412,465",N/A,"105,200","7,697,340","1,842","7,695,498","162,107","7,533,391","3,009,958","2,705,231","304,727","205,297","1,706,172","261,506","16,637","1,426,119","508,049","121,508","38,470","723,811","366,538","291,079","722,560","14,450,404","10,817,477","1,370,355","9,447,122","6,905,853","2,541,269","7,378,060","1,727,810","703,371","455,783","333,842","462,777",N/A,"118,023","271,158","362,101","12,821,161","1,629,243","1,613,685","5,759","44,457","1,134,950","413,176",N/A,"16,342","40,560","1,262,832","1,262,832","1,458,005","88,887","123,666","153,210","104,856","44,057","506,731","1,878,010","167,680","12,682,068","5,833,333","436,797","3,114,783","190,852","2,090,901","40,974",321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,"7,019","2,102,820","14,423,792","4,059,563","1,878,545","1,073,030","201,572","538,132","235,947","73,563","58,774","1,494,065","1,287,984","660,224","627,760","326,291","59,814","121,406","3,937","97,546","429,996",N/A,"105,691","7,660,002","1,929","7,658,073","155,516","7,502,557","2,998,531","2,678,974","319,557","188,692","1,698,409","267,479","17,931","1,523,189","449,314","120,017","35,894","719,187","367,041","290,948","708,063","14,423,792","10,819,411","1,392,632","9,426,780","6,983,745","2,443,035","5,969,966","1,683,681","705,592","434,381","330,183","456,609",N/A,"116,075","259,875","365,571","12,782,106","1,641,686","1,626,523","5,388","44,341","1,129,148","437,819",N/A,"10,822","35,375","1,282,541","1,282,541","1,478,228","80,052","119,803","141,404","105,570","44,071","524,596","1,840,727","156,684","12,752,575","5,907,328","434,820","3,143,016","202,640","2,126,852","44,902",405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,2,"6,940","2,097,284","14,409,751","4,048,249","1,857,082","1,083,309","202,633","527,733","243,274","75,236","58,983","1,519,166","1,310,213","670,289","639,924","336,389","65,041","120,288","4,597","101,288","457,576",N/A,"107,595","7,734,013","1,834","7,732,179","149,086","7,583,093","2,945,330","2,598,029","347,301","166,172","1,678,439","274,325","13,413","1,535,026","431,328","120,190","32,626","658,869","367,074","287,731","736,215","14,409,751","10,780,599","1,384,942","9,395,657","6,940,201","2,455,456","5,919,676","1,671,962","724,949","445,410","369,402","435,504",N/A,"113,621","251,620","390,327","12,786,483","1,623,269","1,608,453","5,486","44,098","1,126,744","455,460",N/A,"-22,361","2,797","1,299,705","1,299,705","1,493,690","75,329","109,335","130,096","101,953","42,669","528,290","1,791,380","141,214","12,709,354","6,018,123","428,792","3,149,736","215,976","2,223,619","45,312",355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,3,"6,891","2,080,363","14,603,604","4,053,428","1,842,552","1,092,196","206,183","516,722","252,772","76,663","66,340","1,538,865","1,331,237","677,074","654,163","347,036","67,994","122,631","4,748","108,624","467,997",N/A,"108,203","7,803,728","1,859","7,801,869","142,614","7,659,255","2,957,632","2,544,790","412,842","159,689","1,668,572","284,018","14,656","1,710,163","428,093","120,346","31,818","617,090","367,119","288,717","712,089","14,603,604","11,028,362","1,427,413","9,600,949","7,043,085","2,557,865","5,932,278","1,649,193","739,934","411,182","373,052","443,685",N/A,"108,673","245,690","355,761","12,966,405","1,637,200","1,622,383","5,273","44,163","1,128,730","466,813",N/A,"-21,632",915,"1,315,181","1,315,181","1,503,245","73,097","99,746","121,465","100,512","42,309","544,522","1,785,535","96,128","12,936,418","6,126,180","424,964","3,169,873","236,152","2,295,191","49,395",403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,4,"6,812","2,068,719","14,730,791","4,065,628","1,829,806","1,109,166","210,101","509,509","263,019","78,090","65,937","1,566,740","1,353,094","691,394","661,700","353,477","70,645","113,636","5,710","115,405","493,071",N/A,"110,895","7,894,824","1,895","7,892,929","135,935","7,756,993","3,001,764","2,509,546","492,217","192,647","1,673,886","291,923","14,282","1,705,256","425,773","120,635","30,208","615,954","368,318","289,580","705,891","14,730,791","11,192,210","1,401,102","9,791,108","7,179,560","2,611,549","5,968,736","1,635,270","764,601","364,636","406,163","448,145",N/A,"99,618","242,583","323,174","13,076,529","1,654,261","1,642,973","5,846","43,914","1,144,390","474,358",N/A,"-24,588","-8,108","1,337,602","1,337,602","1,520,591","75,892","96,665","110,595","99,209","42,336","534,392","1,782,370","84,717","13,075,959","6,120,553","422,808","3,172,409","250,036","2,275,301","54,050",509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,1,"6,730","2,058,884","14,909,899","4,075,665","1,823,658","1,117,177","214,804","502,146","271,877","78,664","67,338","1,611,749","1,326,450","658,359","668,091","359,705","64,911","116,594","5,670","118,502","503,240",N/A,"109,760","7,932,563","1,903","7,930,660","132,349","7,798,311","3,054,515","2,513,475","541,040","237,237","1,690,541","299,387","16,501","1,815,293","415,746","120,606","27,872","598,100","365,490","290,597","713,965","14,909,899","11,317,915","1,395,749","9,922,166","7,264,754","2,657,412","6,078,379","1,614,474","760,128","390,464","392,000","469,928",N/A,"95,451","220,538","342,400","13,228,696","1,681,202","1,672,465","5,799","43,811","1,147,748","491,431",N/A,"-15,394","-1,414","1,369,451","1,369,451","1,547,312","69,540","89,402","105,838","96,898","42,244","542,405","1,795,521","78,819","13,275,992","6,218,955","423,339","3,198,411","255,310","2,341,895","52,706",381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,2,"6,656","2,059,827","15,171,911","4,123,125","1,843,026","1,126,899","222,591","499,174","281,928","80,696","68,811","1,660,272","1,366,164","678,337","687,827","370,540","69,620","116,787","6,891","122,241","534,844",N/A,"110,915","8,110,859","1,856","8,109,003","128,209","7,980,795","3,113,095","2,527,304","585,791","273,501","1,716,673","305,076","18,169","1,843,196","404,010","120,705","26,291","603,761","365,579","294,408","714,480","15,171,911","11,490,338","1,431,542","10,058,796","7,288,571","2,770,225","6,067,688","1,632,902","778,362","370,955","437,480","486,349",N/A,"97,802","220,890","352,884","13,456,697","1,715,214","1,706,468","5,830","45,078","1,151,475","508,017",N/A,"-2,857","3,650","1,389,145","1,389,145","1,548,144","65,705","83,260","98,312","94,093","42,364","548,926","1,798,868","112,388","13,523,995","6,327,481","419,096","3,219,225","271,121","2,418,040","57,325",390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,3,"6,589","2,048,640","15,348,740","4,135,969","1,838,281","1,133,353","230,474","496,116","288,936","82,325","66,484","1,672,334","1,382,420","683,022","699,398","379,531","72,926","101,384","6,669","126,720","550,335",N/A,"113,104","8,161,862","1,924","8,159,938","125,254","8,034,684","3,166,081","2,548,130","617,950","345,493","1,718,461","308,673","14,620","1,902,109","371,607","120,110","24,894","640,652","363,935","293,779","724,668","15,348,740","11,596,704","1,423,878","10,172,826","7,366,806","2,806,019","6,095,150","1,602,189","791,029","345,925","443,157","512,129",N/A,"97,389","265,750","360,967","13,622,020","1,726,721","1,718,295","5,855","45,068","1,154,892","522,476",N/A,"-8,915","2,446","1,405,267","1,405,267","1,559,914","66,205","79,330","92,595","89,189","43,259","523,614","1,742,267","101,543","13,695,137","6,435,132","417,162","3,215,574","285,977","2,516,419","58,046",237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,4,"6,509","2,047,945","15,553,728","4,170,715","1,842,103","1,150,171","238,388","492,324","297,415","83,622","66,692","1,714,860","1,418,259","718,469","699,790","385,156","78,006","100,955","6,624","132,360","576,073",N/A,"113,570","8,311,422","1,993","8,309,430","122,622","8,186,808","3,218,963","2,579,592","639,370","405,361","1,728,607","314,614","14,049","1,921,812","358,038","120,300","21,982","655,625","360,176","294,210","710,025","15,553,728","11,764,004","1,393,446","10,370,557","7,518,237","2,852,321","6,166,659","1,707,841","840,138","318,040","464,279","521,223",N/A,"98,083","295,669","351,526","13,812,824","1,740,904","1,733,528","5,591","43,990","1,160,649","534,401",N/A,"-10,065","5,155","1,419,350","1,419,350","1,578,957","69,976","75,601","87,051","84,032","42,477","503,280","1,687,754","106,234","13,882,515","6,488,525","414,968","3,231,064","301,957","2,540,535","60,104",415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1,"6,419","2,042,686","15,777,972","4,203,940","1,855,256","1,163,603","246,247","483,906","305,290","84,538","65,099","1,749,169","1,383,943","679,966","703,976","389,634","71,545","99,546","8,107","134,173","600,396",N/A,"113,055","8,363,874","1,928","8,361,946","121,054","8,240,892","3,267,345","2,585,577","681,767","408,564","1,773,846","322,933","11,717","2,004,491","379,329","119,495","19,341","661,584","355,861","293,798","729,633","15,777,972","11,958,411","1,377,679","10,580,732","7,642,537","2,938,195","6,305,424","1,680,858","843,497","316,825","433,048","530,927",N/A,"94,842","307,240","365,133","14,006,426","1,771,545","1,764,296","8,066","43,816","1,167,499","550,916",N/A,"-4,987",N/A,"1,446,043","1,446,043","1,617,331","61,385","68,794","84,172","79,616","42,249","500,172","1,681,188","124,992","14,102,915","6,628,574","416,681","3,282,070","308,134","2,621,688","61,354",949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2,"6,348","2,042,405","15,753,631","4,261,275","1,880,045","1,175,866","256,083","477,908","315,163","87,054","69,157","1,798,542","1,422,664","701,190","721,475","397,633","76,538","97,950","9,962","140,630","626,846",N/A,"114,424","8,548,832","1,925","8,546,907","119,643","8,427,264","3,278,018","2,566,702","711,316","412,178","1,787,494","328,732","12,459","1,846,451","373,151","119,478","17,517","591,197","360,000","295,207","740,555","15,753,631","11,932,440","1,342,742","10,589,698","7,606,260","2,983,439","6,304,669","1,673,622","844,413","312,593","473,738","562,551",N/A,"92,571","249,312","354,757","13,977,962","1,775,668","1,768,800","7,628","43,829","1,172,616","563,658",N/A,"-17,896",N/A,"1,459,981","1,459,981","1,619,156","59,144","62,938","81,749","76,930","42,282","514,300","1,658,482","142,208","14,110,585","6,734,282","412,892","3,307,766","328,633","2,684,992","61,148",468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,3,"6,270","2,038,490","15,800,092","4,307,093","1,886,998","1,199,762","266,413","471,539","329,032","88,395","64,954","1,802,627","1,453,203","714,790","738,413","407,874","79,322","96,664","8,998","146,213","635,880",N/A,"114,195","8,644,195","1,942","8,642,253","118,554","8,523,698","3,303,911","2,579,317","724,594","409,519","1,818,704","335,247","11,462","1,790,064","375,516","119,287","16,116","576,010","356,958","295,915","738,531","15,800,092","11,990,430","1,338,532","10,651,898","7,692,206","2,959,692","6,376,910","1,652,881","879,075","288,380","455,479","557,328",N/A,"92,163","256,865","362,400","14,003,044","1,797,048","1,790,328","7,481","43,675","1,176,405","576,864",N/A,"-13,061",N/A,"1,476,802","1,476,802","1,645,581","61,158","60,293","78,873","74,260","43,385","503,016","1,632,852","115,963","14,169,589","6,857,469","410,740","3,333,483","347,912","2,765,334","71,475",312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,"6,182","2,033,727","15,967,662","4,375,464","1,903,934","1,231,501","275,363","465,296","344,066","90,356","64,946","1,836,698","1,497,904","756,464","741,440","414,815","81,651","98,009","9,530","153,410","672,771",N/A,"116,006","8,841,443","2,080","8,839,364","118,567","8,720,797","3,353,557","2,577,105","776,452","422,520","1,871,681","341,170","11,149","1,757,590","364,820","119,689","14,704","541,621","360,397","298,642","734,488","15,967,662","12,190,024","1,282,072","10,907,951","7,907,962","2,999,989","6,489,893","1,664,812","936,134","268,760","495,040","541,419",N/A,"91,597","246,313","333,592","14,166,746","1,800,917","1,794,339","9,478","43,290","1,180,676","588,273",N/A,"-26,523",N/A,"1,488,612","1,488,612","1,656,020","64,252","60,738","77,175","72,256","43,903","493,060","1,560,118","114,795","14,353,353","6,914,898","411,182","3,343,067","353,175","2,807,474","60,209",303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,"6,122","2,039,953","16,293,276","4,419,600","1,918,191","1,251,642","284,829","457,506","352,112","91,512","63,808","1,907,059","1,474,246","723,659","750,587","421,831","77,187","91,726","9,798","157,164","683,240",N/A,"120,842","8,940,862","2,109","8,938,753","120,688","8,818,065","3,384,938","2,587,787","797,150","420,125","1,895,602","344,394","12,228","1,879,311","380,446","118,999","14,050","585,592","359,027","301,260","752,850","16,293,276","12,429,479","1,321,245","11,108,235","8,124,817","2,983,418","6,631,313","1,696,059","816,184","277,162","481,204","532,838",N/A,"91,743","284,301","356,554","14,453,281","1,839,995","1,833,595","9,475","43,178","1,186,274","604,751",N/A,"-9,250",N/A,"1,508,324","1,508,324","1,678,572","58,692","56,682","84,544","71,074","44,927","500,522","1,612,037","105,061","14,641,461","7,035,741","415,409","3,451,282","359,240","2,809,810","67,252",355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,"6,058","2,045,259","16,533,969","4,505,585","1,960,612","1,278,332","294,177","452,283","365,241","93,418","61,521","1,925,794","1,515,155","745,934","769,221","430,644","79,098","91,057","14,660","165,258","704,104",N/A,"122,153","9,122,865","2,106","9,120,759","121,681","8,999,078","3,420,967","2,590,866","830,101","434,495","1,924,317","352,864","12,181","1,842,146","395,302","119,237","13,154","604,398","359,511","302,883","780,177","16,533,969","12,528,054","1,324,042","11,204,012","8,178,897","3,025,115","6,645,426","1,710,054","831,337","263,667","545,673","552,984",N/A,"88,573","301,744","382,898","14,663,593","1,870,376","1,864,039","9,911","43,144","1,188,006","623,406",N/A,407,N/A,"1,529,937","1,529,937","1,691,790","58,105","52,738","83,681","69,618","44,549","496,564","1,647,752","117,998","14,821,152","7,071,412","415,291","3,504,293","377,023","2,774,805","70,032",353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3,"5,980","2,043,457","16,766,622","4,567,642","1,989,191","1,301,083","303,175","444,313","374,296","94,758","60,826","1,937,583","1,544,468","761,644","782,824","437,916","80,684","89,745","13,720","168,411","709,639",N/A,"122,979","9,234,872","2,076","9,232,796","122,064","9,110,733","3,507,739","2,658,782","848,956","471,448","1,979,654","357,502","10,210","1,879,259","422,479","119,139","11,781","579,018","363,423","306,213","773,052","16,766,622","12,798,802","1,336,206","11,462,595","8,318,504","3,144,091","6,783,437","1,651,419","844,761","260,832","541,825","549,565",N/A,"87,037","257,371","384,625","14,880,056","1,886,566","1,880,354","9,924","42,807","1,196,158","635,587",N/A,"-3,287",N/A,"1,547,733","1,547,733","1,696,395","60,095","52,731","81,268","67,825","45,351","491,635","1,635,563","130,149","15,103,239","7,186,500","415,551","3,557,972","377,546","2,835,431","66,407",337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4,"5,913","2,052,978","16,779,681","4,603,262","1,995,061","1,324,065","312,951","434,129","382,872","95,791","58,393","1,931,730","1,589,465","799,842","789,623","441,837","79,963","88,049","12,363","173,442","702,243",N/A,"126,620","9,307,137","2,175","9,304,962","121,683","9,183,279","3,559,771","2,671,489","888,282","519,530","2,005,022","360,291","9,554","1,810,001","400,479","120,196","10,933","551,523","369,231","306,029","774,269","16,779,681","12,894,564","1,245,644","11,648,919","8,497,208","3,151,712","6,881,091","1,638,218","894,208","233,671","563,263","523,990",N/A,"83,904","244,346","366,833","14,910,571","1,869,110","1,862,945","10,151","42,733","1,202,678","651,080",N/A,"-42,875",N/A,"1,556,729","1,556,729","1,715,257","65,682","53,770","78,243","65,503","46,920","459,848","1,603,109","119,319","15,103,304","7,202,404","415,556","3,567,866","388,466","2,830,516","71,816",327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,"5,856","2,081,563","16,965,581","4,626,875","1,984,886","1,347,143","319,188","429,989","390,336","96,668","58,667","1,956,715","1,545,202","756,134","789,068","440,236","75,255","83,414","12,523","176,007","697,241",N/A,"125,927","9,299,158","2,034","9,297,124","121,781","9,175,343","3,583,868","2,643,360","940,508","514,060","2,034,512","363,912","9,708","1,968,764","378,079","123,908","10,370","578,513","370,341","308,433","776,393","16,965,581","13,083,807","1,271,046","11,812,761","8,615,056","3,197,705","7,041,983","1,643,909","896,478","249,772","522,554","536,745",N/A,"79,764","235,966","360,381","15,068,991","1,896,590","1,891,363","9,919","42,853","1,214,142","664,343",N/A,"-39,077",N/A,"1,574,573","1,574,573","1,722,180","61,370","49,951","75,007","64,022","46,744","474,189","1,610,829","117,893","15,325,846","7,319,365","420,690","3,636,541","387,195","2,874,939","72,792",289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2,"5,787","2,093,283","17,069,494","4,691,735","2,019,954","1,365,837","324,140","424,044","398,465","98,475","60,820","1,978,438","1,573,853","779,714","794,139","444,064","79,441","82,270","11,583","180,272","735,903",N/A,"126,751","9,460,246","2,040","9,458,205","121,386","9,336,819","3,568,971","2,584,358","984,613","464,166","2,072,554","369,082","8,410","1,871,758","404,888","124,279","9,630","597,200","376,687","315,746","779,262","17,069,494","13,105,310","1,324,692","11,780,618","8,535,918","3,244,699","7,007,512","1,646,198","904,976","251,617","565,704","524,741",N/A,"77,428","234,553","371,948","15,131,302","1,938,191","1,933,111","9,414","43,285","1,231,184","681,526",N/A,"-31,543",N/A,"1,605,535","1,605,535","1,768,721","58,410","46,154","70,367","62,838","47,296","492,087","1,652,409","114,992","15,406,741","7,348,535","420,479","3,647,390","396,137","2,884,530","74,973",316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
